ActivityDay,SedentaryMinutes,LightlyActiveMinutes,FairlyActiveMinutes,VeryActiveMinutes,SedentaryActiveDistance,LightActiveDistance,ModeratelyActiveDistance,VeryActiveDistance
11/26/2021,1098,242,24,76,0,4.11999988555908,1.14999997615814,5.59999990463257
11/27/2021,1160,218,30,32,0,5.05000019073486,0.889999985694885,1.9099999666214
11/28/2021,1105,256,36,43,0,3.90000009536743,1.28999996185303,2.51999998092651
11/29/2021,1219,152,28,41,0,2.66000008583069,1.08000004291534,2.50999999046326
11/30/2021,1437,3,0,0,0,0,0,0
12/1/2021,1440,0,0,0,0,0,0,0
12/2/2021,1368,72,0,0,0,2.22000002861023,0,0
12/3/2021,1148,227,47,18,0,3.78999996185303,2.44000005722046,1.26999998092651
12/4/2021,1005,288,72,75,0,6.67000007629395,3.26999998092651,5.46000003814697
12/5/2021,1202,182,23,33,0,3.28999996185303,0.990000009536743,2.44000005722046
12/6/2021,1156,243,13,28,0,3.23000001907349,0.610000014305115,1.96000003814697
12/7/2021,1170,232,20,18,0,5.55000019073486,0.270000010728836,1.21000003814697
12/8/2021,1440,0,0,0,0,0,0,0
12/9/2021,1440,0,0,0,0,0,0,0
12/10/2021,1440,0,0,0,0,0,0,0
12/11/2021,1440,0,0,0,0,0,0,0
12/12/2021,1440,0,0,0,0,0,0,0
12/13/2021,1440,0,0,0,0,0,0,0
12/14/2021,1440,0,0,0,0,0,0,0
12/15/2021,1440,0,0,0,0,0,0,0
12/16/2021,1440,0,0,0,0,0,0,0
12/17/2021,1440,0,0,0,0,0,0,0
12/18/2021,1440,0,0,0,0,0,0,0
12/19/2021,1440,0,0,0,0,0,0,0
12/20/2021,1233,186,12,9,0,4.19999980926514,0.170000001788139,0.629999995231628
12/21/2021,1315,11,0,0,0,0.259999990463257,0,0
12/22/2021,1167,254,12,7,0,5.94000005722046,0.569999992847443,0.509999990463257
12/23/2021,1405,35,0,0,0,0.5,0,0
12/24/2021,1174,207,38,21,0,3.80999994277954,2.15000009536743,1.36000001430511
12/25/2021,1277,26,0,0,0,0.219999998807907,0,0
12/26/2021,1119,244,14,63,0,4.80000019073486,0.77999997138977,4.78000020980835
12/27/2021,1074,280,40,46,0,6.1399998664856,1.96000003814697,3.45000004768372
12/28/2021,1269,106,19,46,0,1.88999998569489,0.550000011920929,3.30999994277954
12/29/2021,1113,299,15,13,0,6.76999998092651,0.8299999833107,0.97000002861023
12/30/2021,1325,115,0,0,0,2.49000000953674,0,0
12/31/2021,1281,135,17,7,0,3.47000002861023,0.850000023841858,0.479999989271164
1/1/2022,1201,159,61,19,0,2.84999990463257,1.89999997615814,1.29999995231628
1/2/2022,517,239,54,42,0,5.90999984741211,2.5699999332428,3.00999999046326
1/3/2022,1183,210,27,20,0,3.66000008583069,0.959999978542328,1.44000005722046
1/4/2022,1440,0,0,0,0,0,0,0
1/5/2022,1262,149,18,11,0,2.64000010490417,1.05999994277954,0.77999997138977
1/6/2022,1133,221,53,33,0,4.53999996185303,2.13000011444092,2.40000009536743
1/7/2022,1161,237,24,18,0,5.42000007629395,1.47000002861023,1.29999995231628
1/8/2022,1168,243,11,18,0,5.23999977111816,0.430000007152557,1.33000004291534
1/9/2022,1115,272,30,23,0,5.51000022888184,1.19000005722046,1.32000005245209
1/10/2022,1309,100,12,19,0,2.25,0.629999995231628,1.38999998569489
1/11/2022,1267,114,28,31,0,1.77999997138977,1.5,2.25
1/12/2022,1440,0,0,0,0,0,0,0
1/13/2022,1139,216,60,25,0,4.48000001907349,2.95000004768372,1.75999999046326
1/14/2022,1412,28,0,0,0,0.699999988079071,0,0
1/15/2022,1440,0,0,0,0,0,0,0
1/16/2022,1440,0,0,0,0,0,0,0
1/17/2022,1440,0,0,0,0,0,0,0
1/18/2022,1272,139,9,20,0,2.53999996185303,0.409999996423721,1.49000000953674
1/19/2022,1440,0,0,0,0,0,0,0
1/20/2022,1286,122,11,21,0,1.67999994754791,0.330000013113022,1.42999994754791
1/21/2022,1109,283,22,26,0,6.42999982833862,1.21000003814697,1.89999997615814
1/22/2022,1440,0,0,0,0,0,0,0
1/23/2022,1137,274,11,18,0,4.80999994277954,0.569999992847443,1.37000000476837
1/24/2022,1440,0,0,0,0,0,0,0
1/25/2022,1440,0,0,0,0,0,0,0
1/26/2022,1268,155,15,2,0,3.38000011444092,0.629999995231628,0.140000000596046
1/27/2022,1440,0,0,0,0,0,0,0
1/28/2022,1089,250,40,61,0,4.94999980926514,1.73000001907349,4.34000015258789
1/29/2022,974,356,66,44,0,6.59000015258789,2.82999992370605,3.08999991416931
1/30/2022,1002,364,51,23,0,6.69000005722046,1.07000005245209,1.41999995708466
1/31/2022,1014,241,58,37,0,4.96999979019165,2.0699999332428,2.72000002861023
2/1/2022,1148,257,17,18,0,4.76999998092651,0.550000011920929,1.02999997138977
2/2/2022,1440,0,0,0,0,0,0,0
2/3/2022,1220,220,0,0,0,4.46999979019165,0,0
2/4/2022,1063,206,73,98,0,4.55999994277954,2.07999992370606,6.42999982833862
2/5/2022,1039,288,66,47,0,7.17000007629395,2.36999988555908,3.07999992370605
2/6/2022,991,372,54,23,0,7,1.00999999046326,1.58000004291534
2/7/2022,1440,0,0,0,0,0,0,0
2/8/2022,1337,82,7,14,0,0.860000014305115,0.310000002384186,0.930000007152557
2/9/2022,1440,0,0,0,0,0,0,0
2/10/2022,1440,0,0,0,0,0,0,0
2/11/2022,1440,0,0,0,0,0,0,0
2/12/2022,1440,0,0,0,0,0,0,0
2/13/2022,1323,100,11,6,0,2.33999991416931,0.28999999165535,0.439999997615814
2/14/2022,1440,0,0,0,0,0,0,0
