ActivityDay,SedentaryMinutes,LightlyActiveMinutes,FairlyActiveMinutes,VeryActiveMinutes,SedentaryActiveDistance,LightActiveDistance,ModeratelyActiveDistance,VeryActiveDistance
12/15/2022,486,276,41,15,0,5.01999998092651,1.24000000953674,0.46000000834465
12/16/2022,639,258,30,29,0,5.51999998092651,1.36000001430511,1.42999994754791
12/17/2022,677,218,54,21,0,3.5,3,1.57000005245209
12/18/2022,377,302,19,4,0,7.55000019073486,1.02999997138977,0.310000002384186
12/19/2022,13,269,33,63,0,5.11999988555908,1.45000004768372,4.96000003814697
12/20/2022,27,202,38,49,0,4.15000009536743,1.4099999666214,4.73999977111816
12/21/2022,0,299,38,7,0,6.15000009536743,1.95000004768372,0.490000009536743
12/22/2022,132,316,138,48,0,6.01000022888184,5.51000022888184,3.25
12/23/2022,527,292,38,58,0,5.98999977111816,1.46000003814697,4.26000022888184
12/24/2022,305,221,17,3,0,4.76999998092651,1.00999999046326,0.219999998807907
12/25/2022,150,197,45,26,0,5.01999998092651,2.54999995231628,1.5900000333786
12/26/2022,414,191,4,5,0,3.76999998092651,0.159999996423721,0.419999986886978
12/27/2022,357,242,23,13,0,4.61999988555908,1.13999998569489,0.910000026226044
12/28/2022,50,277,34,23,0,6.17999982833862,1.6599999666214,1.02999997138977
12/29/2022,0,295,107,44,0,4.73999977111816,5.48000001907349,1.96000003814697
12/30/2022,609,275,26,2,0,8.46000003814697,1.58000004291534,0.140000000596046
12/31/2022,24,224,49,21,0,3.9300000667572,2.01999998092651,1.07000005245209
1/1/2023,317,250,106,71,0,4.44000005722046,2.40000009536743,4.09000015258789
1/2/2023,0,235,37,13,0,5.11999988555908,1.04999995231628,0.730000019073486
1/3/2023,368,222,8,0,0,5.09000015258789,0.479999989271164,0
1/4/2023,260,113,0,0,0,1.86000001430511,0,0
1/5/2023,1440,0,0,0,0,0,0,0
1/6/2023,1440,0,0,0,0,0,0,0
1/7/2023,1440,0,0,0,0,0,0,0
