ActivityDay,SedentaryMinutes,LightlyActiveMinutes,FairlyActiveMinutes,VeryActiveMinutes,SedentaryActiveDistance,LightActiveDistance,ModeratelyActiveDistance,VeryActiveDistance
2/24/2022,1440,0,0,0,0,0,0,0
2/25/2022,836,56,41,27,0,0.349999994039536,0.349999994039536,0.259999990463257
2/26/2022,643,242,92,48,0,2.25,1.25,1.17999994754791
2/27/2022,621,147,17,13,0,1.61000001430511,0.340000003576279,0.360000014305115
2/28/2022,841,226,157,25,0,2.00999999046326,1.75999999046326,0.839999973773956
3/1/2022,1015,242,88,26,0,3.15000009536743,1.37999999523163,0.519999980926514
3/2/2022,651,231,119,79,0,2.72000002861023,1.79999995231628,5.40000009536743
3/3/2022,622,225,25,7,0,2.59999990463257,0.360000014305115,0.319999992847443
3/4/2022,669,270,71,55,0,2.75999999046326,1.26999998092651,2.21000003814697
3/5/2022,604,218,94,44,0,2.02999997138977,1.8400000333786,1.8400000333786
3/6/2022,742,188,5,4,0,2.20000004768372,0.009999999776483,0
3/7/2022,582,236,162,96,0,2.15000009536743,2.65000009536743,6.21000003814697
3/8/2022,689,283,39,9,0,3.52999997138977,0.239999994635582,0.310000002384186
3/9/2022,628,337,99,40,0,3.91000008583069,1.72000002861023,1.36000001430511
3/10/2022,651,236,138,28,0,2.5699999332428,2.02999997138977,0.819999992847443
3/11/2022,1370,17,0,53,0,0.009999999776483,0,0
3/12/2022,1008,303,97,19,0,3.99000000953674,1.66999995708466,1.23000001907349
3/13/2022,519,163,36,15,0,1.97000002861023,0.5,0.5799999833107
3/14/2022,753,237,42,15,0,3.36999988555908,0.589999973773956,0.569999992847443
3/15/2022,949,269,85,18,0,3.27999997138977,1.16999995708466,0.560000002384186
3/16/2022,187,319,112,47,0,4.34000015258789,1.5900000333786,1.42999994754791
3/17/2022,599,230,87,17,0,2.55999994277954,1.86000001430511,0.75
3/18/2022,660,273,114,36,0,3.21000003814697,2.21000003814697,1.35000002384186
3/19/2022,402,74,0,0,0,1.08000004291534,0,0
3/20/2022,622,83,0,0,0,0.899999976158142,0,0
3/21/2022,671,235,99,25,0,2.40000009536743,1.30999994277954,0.5799999833107
3/22/2022,691,235,107,44,0,2.67000007629395,2.15000009536743,1.58000004291534
3/23/2022,1215,92,14,0,0,1.70000004768372,0.25,0
3/24/2022,743,297,33,8,0,5.11999988555908,0.680000007152557,0.449999988079071
3/25/2022,348,356,57,18,0,5.07000017166138,1.33000004291534,0.839999973773956
3/26/2022,961,132,2,21,0,1.96000003814697,0.009999999776483,0
3/27/2022,1306,123,8,3,0,1.45000004768372,0.050000000745058,0.180000007152557
3/28/2022,210,264,84,11,0,2.9300000667572,1.48000001907349,0.560000002384186
3/29/2022,719,324,71,14,0,3.77999997138977,1.25999999046326,0.449999988079071
3/30/2022,738,258,68,9,0,2.83999991416931,1.47000002861023,0.360000014305115
3/31/2022,804,299,6,5,0,4.23000001907349,0.209999993443489,0.189999997615814
4/1/2022,308,239,27,9,0,2.95000004768372,0.939999997615814,0.540000021457672
4/2/2022,265,211,105,35,0,2.72000002861023,3.35999989509583,2.33999991416931
4/3/2022,686,119,7,4,0,1.82000005245209,0.159999996423721,0.029999999329448
4/4/2022,859,178,25,32,0,1.83000004291534,0.319999992847443,1.29999995231628
4/5/2022,889,281,33,36,0,3.44000005722046,0.490000009536743,0.430000007152557
4/6/2022,272,193,22,9,0,2.57999992370605,0.389999985694885,0.400000005960464
4/7/2022,947,224,106,31,0,2.28999996185303,2.13000011444092,1.64999997615814
4/8/2022,369,163,75,11,0,2.4300000667572,1.54999995231628,0.519999980926514
4/9/2022,670,260,24,16,0,3.65000009536743,0.340000003576279,0.879999995231628
4/10/2022,574,167,28,11,0,2.08999991416931,0.589999973773956,0.660000026226044
4/11/2022,862,162,6,4,0,2.51999998092651,0.180000007152557,0.209999993443489
4/12/2022,420,207,97,98,0,2.54999995231628,2.58999991416931,6.17000007629395
4/13/2022,766,175,54,19,0,2.42000007629395,0.75,0.509999990463257
4/14/2022,1135,248,45,12,0,2.57999992370605,0.5799999833107,0.319999992847443
4/15/2022,828,171,16,0,0,2.36999988555908,0.109999999403954,0
4/16/2022,957,338,82,10,0,4.07000017166138,1.28999996185303,0.319999992847443
4/17/2022,1298,62,54,26,0,0.629999995231628,0.77999997138977,0.449999988079071
4/18/2022,1189,203,32,16,0,1.89999997615814,0.550000011920929,0.170000001788139
4/19/2022,891,170,75,64,0,1.96000003814697,1.42999994754791,4.07000017166138
4/20/2022,763,219,104,45,0,1.94000005722046,1.71000003814697,1.78999996185303
4/21/2022,516,272,187,52,0,3.75,4.42000007629395,2.51999998092651
4/22/2022,613,343,119,22,0,3.92000007629395,2.69000005722046,1.16999995708466
4/23/2022,512,308,47,23,0,3.52999997138977,1.12000000476837,1.50999999046326
4/24/2022,865,146,13,0,0,1.5,0.330000013113022,0
4/25/2022,859,290,81,12,0,3.92000007629395,1.71000003814697,0.72000002861023
4/26/2022,1066,283,75,9,0,3.30999994277954,0.930000007152557,0.239999994635582
4/27/2022,295,261,89,28,0,3.27999997138977,1.61000001430511,1.14999997615814
4/28/2022,1117,168,125,30,0,1.98000001907349,2.55999994277954,1.74000000953674
4/29/2022,373,182,45,1,0,2.77999997138977,0.879999995231628,0.019999999552965
4/30/2022,599,236,81,41,0,4.15000009536743,3.44000005722046,2.51999998092651
5/1/2022,728,168,41,6,0,2,0.910000026226044,0.150000005960464
5/2/2022,582,294,66,27,0,2.58999991416931,1.76999998092651,0.479999989271164
5/3/2022,439,187,65,43,0,1.60000002384186,1.27999997138977,2.16000008583069
5/4/2022,539,126,8,3,0,1.16999995708466,0.300000011920929,0.200000002980232
5/5/2022,775,188,34,8,0,2.36999988555908,0.610000014305115,0.360000014305115
5/6/2022,894,207,77,67,0,2.41000008583069,1.52999997138977,1.79999995231628
5/7/2022,599,180,55,55,0,1.6599999666214,1.24000000953674,3.71000003814697
5/8/2022,864,150,9,5,0,1.50999999046326,0.159999996423721,0.280000001192093
5/9/2022,879,276,119,46,0,2.86999988555908,2.48000001907349,2.38000011444092
5/10/2022,83,263,63,73,0,3.25999999046326,1.60000002384186,3.0699999332428
5/11/2022,640,213,80,46,0,2.5699999332428,1.97000002861023,2.92000007629395
5/12/2022,986,252,81,74,0,3.40000009536743,1.5,2.48000001907349
5/13/2022,895,157,33,22,0,2.25999999046326,0.730000019073486,1.42999994754791
5/14/2022,275,207,70,49,0,2.82999992370605,1.52999997138977,2.96000003814697
5/15/2022,858,188,52,28,0,2.21000003814697,0.980000019073486,1.62000000476837
5/16/2022,730,360,143,57,0,2.58999991416931,2.35999989509583,2.99000000953674
5/17/2022,755,413,101,46,0,2.75999999046326,1.82000005245209,2.84999990463257
5/18/2022,926,298,128,50,0,3.13000011444092,2,2.67000007629395
5/19/2022,631,212,112,85,0,1.36000001430511,1.60000002384186,7.3899998664856
5/20/2022,664,324,94,68,0,3.55999994277954,2.10999989509583,5.82000017166138
5/21/2022,972,297,59,81,0,2.19000005722046,1.45000004768372,6.90000009536743
5/22/2022,720,197,70,78,0,1.02999997138977,1.45000004768372,5.23000001907349
5/23/2022,611,360,146,50,0,2.61999988555908,2.28999996185303,3.1800000667572
5/24/2022,662,411,71,43,0,3.70000004768372,0.949999988079071,2.5699999332428
5/25/2022,701,298,34,74,0,2.25,0.560000002384186,5.59000015258789
5/26/2022,982,275,58,36,0,1.41999995708466,0.790000021457672,2.33999991416931
5/27/2022,775,387,101,56,0,1.78999996185303,1.67999994754791,3.61999988555908
5/28/2022,1375,36,28,1,0,0.46000000834465,0.189999997615814,0.009999999776483
5/29/2022,978,308,110,44,0,2.09999990463257,2.09999990463257,2.58999991416931
5/30/2022,768,397,104,4,0,2.48000001907349,1.5,0.059999998658895
5/31/2022,1003,317,83,37,0,2.17000007629394,1.37999999523163,2.8199999332428
6/1/2022,550,384,98,30,0,2.84999990463257,1.4099999666214,1.6599999666214
6/2/2022,482,159,46,89,0,0.409999996423721,0.75,7.61999988555908
6/3/2022,589,244,140,80,0,2.25,2.73000001907349,4.90999984741211
6/4/2022,1427,13,0,0,0,0.059999998658895,0,0
6/5/2022,1440,0,0,0,0,0,0,0
6/6/2022,1440,0,0,0,0,0,0,0
6/7/2022,1440,0,0,0,0,0,0,0
6/8/2022,1440,0,0,0,0,0,0,0
6/9/2022,1440,0,0,0,0,0,0,0
6/10/2022,1440,0,0,0,0,0,0,0
6/11/2022,1150,114,0,0,0,1.19000005722046,0,0
6/12/2022,940,164,10,5,0,2.46000003814697,0.349999994039536,0.379999995231628
6/13/2022,1069,196,57,18,0,2.55999994277954,1.03999996185303,0.620000004768372
6/14/2022,436,314,35,41,0,4.98000001907349,0.839999973773956,5.46999979019165
6/15/2022,873,302,41,5,0,4.3899998664856,0.910000026226044,0.180000007152557
6/16/2022,640,153,10,2,0,2.78999996185303,0.230000004172325,0.140000000596046
6/17/2022,1275,117,9,1,0,1.37999999523163,0.170000001788139,0.059999998658895
6/18/2022,416,338,30,18,0,5.23999977111816,0.939999997615814,1.13999998569489
6/19/2022,661,108,0,0,0,1.20000004768372,0,0
6/20/2022,783,299,31,7,0,6.30999994277954,0.740000009536743,0.300000011920929
6/21/2022,123,158,0,0,0,2.44000005722046,0,0
6/22/2022,682,280,68,41,0,3.78999996185303,1.20000004768372,1.69000005722046
6/23/2022,1029,241,23,5,0,4.76999998092651,0.509999990463257,0.219999998807907
6/24/2022,652,395,11,1,0,7.44999980926514,0.319999992847443,0.079999998211861
6/25/2022,475,297,34,7,0,5.3899998664856,1.37000000476837,0.400000005960464
